Data from Cr-1ng_USB2E8911_004.txt Node
Date: Tue May 14 14:40:59 PDT 2019
User: admin
Spectrometer: USB2E891
Trigger mode: 1
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
183.106	-230.56
183.502	2.44
183.898	7.44
184.293	10.44
184.689	5.44
185.085	10.44
185.48	14.44
185.876	17.44
186.271	16.44
186.667	12.44
187.062	13.44
187.457	16.44
187.853	20.44
188.248	11.44
188.643	19.44
189.039	17.44
189.434	19.44
189.829	15.44
190.224	17.44
190.619	13.44
191.014	17.44
191.409	16.44
191.805	15.44
192.199	18.44
192.594	16.44
192.989	19.44
193.384	17.44
193.779	14.44
194.174	16.44
194.569	17.44
194.964	16.44
195.358	21.44
195.753	24.44
196.148	17.44
196.542	17.44
196.937	17.44
197.331	19.44
197.726	23.44
198.12	21.44
198.515	26.44
198.909	17.44
199.304	15.44
199.698	18.44
200.092	19.44
200.487	17.44
200.881	19.44
201.275	20.44
201.669	14.44
202.063	18.44
202.458	17.44
202.852	18.44
203.246	21.44
203.64	18.44
204.034	26.44
204.428	20.44
204.822	24.44
205.216	20.44
205.609	16.44
206.003	20.44
206.397	18.44
206.791	19.44
207.184	22.44
207.578	25.44
207.972	22.44
208.365	14.44
208.759	22.44
209.153	24.44
209.546	18.44
209.94	22.44
210.333	27.44
210.726	21.44
211.12	24.44
211.513	25.44
211.906	13.44
212.3	21.44
212.693	27.44
213.086	16.44
213.479	14.44
213.873	23.44
214.266	23.44
214.659	17.44
215.052	20.44
215.445	19.44
215.838	19.44
216.231	25.44
216.624	26.44
217.016	27.44
217.409	29.44
217.802	16.44
218.195	27.44
218.588	22.44
218.98	27.44
219.373	20.44
219.766	25.44
220.158	21.44
220.551	26.44
220.943	27.44
221.336	24.44
221.728	28.44
222.121	20.44
222.513	29.44
222.906	28.44
223.298	19.44
223.69	19.44
224.082	22.44
224.475	27.44
224.867	25.44
225.259	20.44
225.651	34.44
226.043	24.44
226.435	20.44
226.827	28.44
227.219	26.44
227.611	19.44
228.003	24.44
228.395	24.44
228.787	22.44
229.179	19.44
229.57	27.44
229.962	30.44
230.354	31.44
230.746	27.44
231.137	30.44
231.529	26.44
231.92	33.44
232.312	33.44
232.703	29.44
233.095	37.44
233.486	33.44
233.878	28.44
234.269	31.44
234.66	30.44
235.052	28.44
235.443	32.44
235.834	29.44
236.225	36.44
236.616	36.44
237.008	32.44
237.399	39.44
237.79	36.44
238.181	33.44
238.572	39.44
238.963	32.44
239.354	40.44
239.744	51.44
240.135	48.44
240.526	42.44
240.917	38.44
241.308	34.44
241.698	37.44
242.089	37.44
242.48	39.44
242.87	39.44
243.261	47.44
243.651	51.44
244.042	38.44
244.432	45.44
244.823	42.44
245.213	56.44
245.603	63.44
245.994	55.44
246.384	52.44
246.774	57.44
247.164	54.44
247.555	59.44
247.945	55.44
248.335	77.44
248.725	69.44
249.115	67.44
249.505	58.44
249.895	52.44
250.285	46.44
250.675	54.44
251.065	58.44
251.454	60.44
251.844	69.44
252.234	71.44
252.624	55.44
253.013	53.44
253.403	43.44
253.793	42.44
254.182	56.44
254.572	74.44
254.961	83.44
255.351	101.44
255.74	80.44
256.13	72.44
256.519	64.44
256.908	73.44
257.298	66.44
257.687	75.44
258.076	69.44
258.465	70.44
258.854	60.44
259.243	52.44
259.633	49.44
260.022	72.44
260.411	87.44
260.8	85.44
261.188	83.44
261.577	81.44
261.966	73.44
262.355	69.44
262.744	72.44
263.133	77.44
263.521	69.44
263.91	68.44
264.299	67.44
264.687	79.44
265.076	81.44
265.464	112.44
265.853	128.44
266.241	105.44
266.63	86.44
267.018	83.44
267.407	84.44
267.795	97.44
268.183	93.44
268.571	68.44
268.96	64.44
269.348	93.44
269.736	107.44
270.124	119.44
270.512	92.44
270.9	89.44
271.288	101.44
271.676	136.44
272.064	144.44
272.452	122.44
272.84	91.44
273.228	53.44
273.616	48.44
274.003	60.44
274.391	70.44
274.779	63.44
275.166	75.44
275.554	70.44
275.941	96.44
276.329	118.44
276.717	125.44
277.104	129.44
277.491	108.44
277.879	96.44
278.266	66.44
278.653	84.44
279.041	89.44
279.428	103.44
279.815	94.44
280.202	86.44
280.589	63.44
280.977	66.44
281.364	61.44
281.751	89.44
282.138	93.44
282.525	115.44
282.912	145.44
283.298	150.44
283.685	131.44
284.072	97.44
284.459	110.44
284.846	125.44
285.232	120.44
285.619	111.44
286.006	104.44
286.392	102.44
286.779	102.44
287.165	110.44
287.552	148.44
287.938	162.44
288.325	125.44
288.711	89.44
289.097	112.44
289.484	125.44
289.87	110.44
290.256	69.44
290.642	75.44
291.028	96.44
291.414	105.44
291.801	89.44
292.187	89.44
292.573	83.44
292.959	89.44
293.344	115.44
293.73	157.44
294.116	215.44
294.502	253.44
294.888	189.44
295.274	102.44
295.659	70.44
296.045	72.44
296.431	93.44
296.816	85.44
